categories,id_on_platform,full_categories,name,description,product_id,length,width,height,weight,seller_name,lower_threshold,upper_threshold,coefficient,percent,trading_scheme,delivery_location,price,acquiring,fbo_fulfillment_amount,fbo_direct_flow_trans_min_amount,fbo_direct_flow_trans_max_amount,fbo_deliv_to_customer_amount,fbo_return_flow_amount,fbo_return_flow_trans_min_amount,fbo_return_flow_trans_max_amount,fbs_first_mile_min_amount,fbs_first_mile_max_amount,fbs_direct_flow_trans_min_amount,fbs_direct_flow_trans_max_amount,fbs_deliv_to_customer_amount,fbs_return_flow_amount,fbs_return_flow_trans_min_amount,fbs_return_flow_trans_max_amount,sales_percent_fbo,sales_percent_fbs,sales_percent
Защитное стекло для смартфона,160206784,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy Анти-шпион для Samsung Galaxy M31 / M32,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80049,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,609.0000,8,0,0,0,33.5,50,58,58,0,25,70,70,33.5,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206785,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy Анти-шпион для Samsung Galaxy M21,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80050,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206786,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло UV Nano Privacy Анти-шпион для Samsung Galaxy S10 Ultra,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80042,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,672.0000,9,0,0,0,36.96,50,58,58,0,25,70,70,36.96,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206787,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy анти-шпион для Samsung Galaxy M51,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80046,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206788,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло UV Nano Privacy Анти-шпион для Samsung Galaxy  Note 20,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80043,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,672.0000,9,0,0,0,36.96,50,58,58,0,25,70,70,36.96,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206789,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy анти-шпион для Samsung Galaxy A21S,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80047,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,564.0000,8,0,0,0,31.02,50,58,58,0,25,70,70,31.02,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206791,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy анти-шпион для Samsung Galaxy A31,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80053,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206792,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy анти-шпион для Samsung Galaxy A91/S10 Lite,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80054,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206793,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy анти-шпион для Samsung Galaxy A41,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80052,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206794,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy анти-шпион для Samsung Galaxy A81/ Note10 Lite,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80055,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206795,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,"Защитное стекло Privacy ""Анти-шпион"" для Samsung Galaxy A51","Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80057,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,564.0000,8,0,0,0,31.02,50,58,58,0,25,70,70,31.02,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206796,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy анти-шпион для Samsung Galaxy A80/A90,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80060,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206797,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy Анти-шпион для Samsung Galaxy A20S,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80059,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,FBS,,599.0000,6,0,0,0,22.99,50,58,58,0,25,70,70,22.99,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206798,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy Анти-шпион для Samsung Galaxy A71,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80056,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206799,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy Анти-шпион для Samsung Galaxy A01,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80058,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,FBS,,599.0000,6,0,0,0,22.99,50,58,58,0,25,70,70,22.99,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206800,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy Анти-шпион для Samsung Galaxy A70/A70S,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80061,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206801,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy Анти-шпион для Samsung Galaxy A30/A30S,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80063,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206802,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy Анти-шпион для Samsung Galaxy A20,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80065,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206803,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy Анти-шпион для OPPO A9,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80067,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,596.0000,8,0,0,0,32.78,50,58,58,0,25,70,70,32.78,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206804,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy анти-шпион для Samsung Galaxy M20,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80064,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206805,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,"Защитное стекло Privacy ""Анти-шпион"" для Samsung Galaxy A50/A50S","Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80062,0.7,0.5,0.7,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
Защитное стекло для смартфона,160206806,Miscellaneous accessories/Аксессуары для мобильных устройств Access/Аксессуары для смартфонов Access/Защитное стекло для смартфона,Защитное стекло Privacy для Samsung Galaxy A10/M10/A10S,"Комплект из прозрачного защитного стекла, специального фотополимерного клея для заполнения воздушных карманов и удаления белых полос по краям экрана и ультрафиолетовой лампы на светодиодах для быстрого затвердения геля. Такой способ наклейки стекла подходит для изогнутых экранов 2,5D, а также для маскировки трещин и сколов дисплея.<ul><li><br/>1. перед установкой, для предотвращения попадания клея, динамик и все разъемы нужно заклеить</li><li><br/>2. салфеткой, входящей в комплект, очистить и обезжирить экран</li><li><br/>3. вылить весь клей на середину экрана</li><li><br/>4. аккуратно приложить стекло к экрану и отпустить, не прижимая</li><li><br/>5. дождаться, пока клей распределится по всей поверхности</li><li><br/>6. просушить (пару минут) стекло УФ-лампой</li><li><br/>7. салфеткой удалить излишки клея по краям</li><li><br/>8. снять защиту с динамика и разъемов</li><li><br/>9. еще раз равномерно облучить экран УФ-лампой (около 10 секунд)</li></ul>",80066,0.7,0.7,0.5,0.05,Продавец,0,0,0,0,,,599.0000,8,0,0,0,32.95,50,58,58,0,25,70,70,32.95,50,70,70,18.5,19.5,19.5
